Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
549,Josmil Pinto\pintojo01,27,MIL,6,6,5,1,0,0,0,0,0,0,0,1,4,.000,.167,.000,.167,-50,0,0,0,0,0,0,
550,Jose Pirela\pireljo01,26,SDP,15,41,39,2,6,2,0,0,0,0,1,1,9,.154,.175,.205,.380,3,8,0,0,1,0,0,4/9
551,Stephen Piscotty\piscost01,25,STL,153,649,582,86,159,35,3,22,85,7,5,51,133,.273,.343,.457,.800,113,266,14,12,1,2,0,*98/3
552,Kevin Plawecki\plaweke01,25,NYM,48,151,132,6,26,6,0,1,11,0,0,17,33,.197,.298,.265,.563,54,35,1,2,0,0,2,2
553,Gregory Polanco*\polangr01,24,PIT,144,587,527,79,136,34,4,22,86,17,6,53,119,.258,.323,.463,.786,106,244,13,0,1,6,6,*97/8D
554,A.J. Pollock\polloaj01,28,ARI,12,46,41,9,10,0,0,2,4,4,0,5,8,.244,.326,.390,.716,85,16,1,0,0,0,0,8
555,Drew Pomeranz\pomerdr01,27,SDP,17,35,33,2,5,0,0,1,4,0,0,0,19,.152,.152,.242,.394,4,8,1,0,2,0,0,1
556,Buster Posey\poseybu01,29,SFG,146,614,539,82,155,33,2,14,80,6,1,64,68,.288,.362,.434,.796,114,234,18,3,0,8,7,*23/D
557,Martin Prado\pradoma01,32,MIA,153,658,600,70,183,37,3,8,75,2,2,49,69,.305,.359,.417,.775,112,250,24,4,0,5,4,*5/D
558,Alex Presley*\preslal01,30,MIL,47,129,116,12,23,2,0,3,11,0,2,11,25,.198,.271,.293,.564,51,34,2,1,0,1,1,97/8
559,Yasiel Puig\puigya01,25,LAD,104,368,334,45,88,14,2,11,45,5,2,24,74,.263,.323,.416,.740,101,139,10,7,0,3,0,9/78
560,Kevin Quackenbush\quackke01,27,SDP,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
561,Chad Qualls\quallch01,37,COL,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
562,Roman Quinn#\quinnro01,23,PHI,15,69,57,10,15,4,0,0,6,5,1,8,19,.263,.373,.333,.706,93,19,0,2,2,0,0,7/98
563,Ryan Raburn\raburry01,35,COL,113,256,223,30,49,10,2,9,30,0,0,28,80,.220,.309,.404,.712,77,90,6,2,0,3,0,7/D39
564,Alexei Ramirez\ramiral03,34,SDP,128,444,421,33,101,19,2,5,41,6,9,17,56,.240,.275,.330,.605,63,139,7,4,0,2,3,*6/9D
565,J.C. Ramirez\ramirjc01,27,CIN,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
566,Jose Ramirez\ramirjo02,26,ATL,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
567,Neil Ramirez\ramirne01,27,TOT,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
568,Neil Ramirez\ramirne01,27,CHC,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
569,Neil Ramirez\ramirne01,27,MIL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
570,A.J. Ramos\ramosaj01,29,MIA,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
571,Edubray Ramos\ramosed02,23,PHI,42,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
572,Wilson Ramos\ramoswi01,28,WSN,131,523,482,58,148,25,0,22,80,0,0,35,79,.307,.354,.496,.850,123,239,17,2,0,4,2,*2
573,Josh Ravin\ravinjo01,28,LAD,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
574,Robbie Ray*\rayro02,24,ARI,32,60,53,3,10,2,0,1,2,0,0,1,26,.189,.204,.283,.487,25,15,0,0,6,0,0,1
575,Colin Rea\reaco01,25,TOT,21,39,33,3,4,0,0,0,1,0,0,2,16,.121,.171,.121,.293,-19,4,0,0,4,0,0,1
576,Colin Rea\reaco01,25,SDP,20,38,33,3,4,0,0,0,1,0,0,2,16,.121,.171,.121,.293,-19,4,0,0,3,0,0,1
577,Colin Rea\reaco01,25,MIA,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,/1
578,J.T. Realmuto\realmjt01,25,MIA,137,545,509,60,154,31,0,11,48,12,4,28,100,.303,.343,.428,.771,110,218,12,5,0,3,1,*2/D
579,Anthony Recker\reckean01,32,ATL,33,112,90,6,25,8,0,2,15,1,0,16,22,.278,.394,.433,.828,123,39,0,2,3,1,1,2
580,Josh Reddick*\reddijo01,29,LAD,47,167,155,20,40,6,0,2,9,3,3,11,22,.258,.307,.335,.643,76,52,1,0,0,0,0,9
581,Addison Reed*\reedad01,27,NYM,80,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
582,Cody Reed*\reedco01,23,CIN,10,14,11,1,0,0,0,0,0,0,0,1,6,.000,.083,.000,.083,-75,0,0,0,2,0,0,1
583,Michael Reed\reedmi02,23,MIL,8,24,22,3,4,0,0,0,0,1,0,2,7,.182,.250,.182,.432,18,4,1,0,0,0,0,/87
584,Tony Renda\rendato01,25,CIN,32,67,60,4,11,2,0,0,3,0,0,5,11,.183,.246,.217,.463,25,13,4,0,2,0,0,/4795
585,Anthony Rendon\rendoan01,26,WSN,156,647,567,91,153,38,2,20,85,12,6,65,117,.270,.348,.450,.797,110,255,5,7,0,8,2,*5
586,Hunter Renfroe\renfrhu01,24,SDP,11,36,35,8,13,3,0,4,14,0,0,1,5,.371,.389,.800,1.189,210,28,1,0,0,0,1,/9
587,Ben Revere*\reverbe01,28,WSN,103,375,350,44,76,9,7,2,24,14,5,18,34,.217,.260,.300,.560,49,105,12,3,2,2,0,87
588,Alex Reyes\reyesal02,21,STL,12,15,14,0,1,0,0,0,1,0,0,0,5,.071,.071,.071,.143,-61,1,1,0,1,0,0,1
589,Jo-Jo Reyes*\reyesjo03,31,MIA,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
590,Jose Reyes#\reyesjo01,33,NYM,60,279,255,45,68,13,4,8,24,9,2,23,49,.267,.326,.443,.769,105,113,3,0,0,1,1,56
591,Mark Reynolds\reynoma01,32,COL,118,441,393,61,111,24,0,14,53,1,2,42,112,.282,.356,.450,.806,101,177,6,4,0,2,1,*3/4
592,Matt Reynolds*\reynoma02,31,SFG,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
593,Matt Reynolds\reynoma03,25,NYM,47,96,89,11,20,8,0,3,13,0,1,4,34,.225,.266,.416,.682,80,37,2,1,2,0,0,6/547
594,Clayton Richard*\richacl01,32,TOT,37,21,17,0,1,0,0,0,1,0,0,1,9,.059,.111,.059,.170,-52,1,0,0,3,0,0,1
595,Clayton Richard*\richacl01,32,CHC,26,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
596,Clayton Richard*\richacl01,32,SDP,11,20,16,0,1,0,0,0,1,0,0,1,9,.063,.118,.063,.180,-49,1,0,0,3,0,0,1
597,Rene Rivera\riverre01,32,NYM,65,207,185,12,41,4,0,6,26,0,0,16,54,.222,.291,.341,.632,70,63,4,3,1,2,3,2/3D
598,T.J. Rivera\rivertj01,27,NYM,33,113,105,10,35,4,1,3,16,0,0,3,17,.333,.345,.476,.821,118,50,2,1,0,4,0,4/53
599,Yadiel Rivera\riverya01,24,MIL,35,71,66,12,14,4,0,0,3,0,0,2,20,.212,.235,.273,.508,35,18,4,0,3,0,0,54/6
600,Felipe Rivero*\riverfe01,24,TOT,75,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
601,Felipe Rivero*\riverfe01,24,WSN,47,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
602,Felipe Rivero*\riverfe01,24,PIT,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
603,Anthony Rizzo*\rizzoan01,26,CHC,155,676,583,94,170,43,4,32,109,3,5,74,108,.292,.385,.544,.928,147,317,13,16,0,3,8,*3/4
604,Tanner Roark\roarkta01,29,WSN,34,75,64,1,8,1,0,0,3,0,0,5,25,.125,.188,.141,.329,-10,9,0,0,6,0,0,1
605,Clint Robinson*\robincl01,31,WSN,104,224,196,16,46,4,0,5,26,0,0,20,38,.235,.305,.332,.637,70,65,4,2,1,5,0,3/7D
606,Hansel Robles\robleha01,25,NYM,68,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
607,Fernando Rodney\rodnefe01,39,TOT,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
608,Fernando Rodney\rodnefe01,39,SDP,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
609,Fernando Rodney\rodnefe01,39,MIA,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
610,Joely Rodriguez*\rodrijo06,24,PHI,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
611,Sean Rodriguez\rodrise01,31,PIT,140,342,300,49,81,16,1,18,56,2,1,33,102,.270,.349,.510,.859,125,153,6,5,1,3,2,346957/8
612,Chaz Roe\roech01,29,ATL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
613,Jason Rogers\rogerja02,28,PIT,23,33,25,2,2,0,1,0,2,0,0,7,9,.080,.303,.160,.463,29,4,1,1,0,0,0,/35
614,Miguel Rojas\rojasmi02,27,MIA,123,214,194,27,48,12,0,1,14,2,1,11,27,.247,.288,.325,.613,68,63,10,1,6,2,2,4365
615,Sergio Romo\romose01,33,SFG,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
616,Hector Rondon\rondohe01,28,CHC,54,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
617,Jorge Rondon\rondojo01,28,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
618,Jose Rondon\rondojo02,22,SDP,8,26,25,1,3,0,0,0,1,0,0,1,4,.120,.154,.120,.274,-24,3,1,0,0,0,0,/6
619,Adam Rosales\rosalad01,33,SDP,105,248,214,37,49,12,3,13,35,4,0,29,88,.229,.319,.495,.814,116,106,2,1,0,4,2,546/73D9
620,Alberto Rosario\rosaral01,29,STL,20,41,38,3,7,2,0,0,2,0,0,2,5,.184,.225,.237,.462,25,9,2,0,1,0,0,2/5
621,Trevor Rosenthal\rosentr01,26,STL,45,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
622,David Ross\rossda01,39,CHC,67,205,166,24,38,6,0,10,32,0,1,30,54,.229,.338,.446,.784,110,74,3,0,4,5,6,2
623,Joe Ross\rossjo01,23,WSN,23,44,41,2,10,2,0,0,1,0,0,3,15,.244,.295,.293,.588,58,12,1,0,0,0,0,1
624,Tyson Ross\rossty01,29,SDP,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
625,Ben Rowen\rowenbe01,27,MIL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
626,Darin Ruf\rufda01,29,PHI,43,89,83,8,17,2,0,3,9,0,1,4,25,.205,.236,.337,.573,52,28,5,0,0,2,0,37
627,Justin Ruggiano\ruggiju01,34,NYM,8,22,20,4,7,0,0,2,6,0,1,2,9,.350,.409,.650,1.059,179,13,1,0,0,0,0,/89
628,Carlos Ruiz\ruizca01,37,TOT,62,233,201,21,53,8,0,3,15,3,1,27,33,.264,.365,.348,.713,95,70,4,5,0,0,1,2/D
629,Carlos Ruiz\ruizca01,37,PHI,48,193,165,18,43,6,0,3,12,3,1,24,28,.261,.368,.352,.719,96,58,3,4,0,0,1,2/D
630,Carlos Ruiz\ruizca01,37,LAD,14,40,36,3,10,2,0,0,3,0,0,3,5,.278,.350,.333,.683,89,12,1,1,0,0,0,/2
631,Rio Ruiz*\ruizri01,22,ATL,5,7,7,1,2,0,1,0,2,1,0,0,2,.286,.286,.571,.857,123,4,0,0,0,0,0,/5
632,Cameron Rupp\ruppca01,27,PHI,105,419,389,36,98,26,1,16,54,1,0,24,114,.252,.303,.447,.750,99,174,11,5,0,1,0,2
633,Chris Rusin*\rusinch01,29,COL,29,30,29,2,5,0,1,0,3,0,0,0,6,.172,.172,.241,.414,2,7,0,0,1,0,0,1
634,Addison Russell\russead02,22,CHC,151,598,525,67,125,25,3,21,95,5,1,55,135,.238,.321,.417,.738,98,219,11,12,0,6,6,*6
635,James Russell*\russeja02,30,PHI,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
636,Hyun-Jin Ryu\ryuhy01,29,LAD,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
637,Marc Rzepczynski*\rzepcma01,30,WSN,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
638,Fernando Salas\salasfe01,31,NYM,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
639,Jeff Samardzija\samarje01,31,SFG,34,69,64,4,10,5,0,0,9,0,0,1,28,.156,.164,.234,.399,6,15,3,0,2,2,0,1
640,Keyvius Sampson\sampske01,25,CIN,18,7,7,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
641,Hector Sanchez#\sanchhe01,26,SDP,26,46,42,3,12,1,0,3,7,0,0,3,8,.286,.348,.524,.872,131,22,0,1,0,0,0,2
642,Domingo Santana\santado01,23,MIL,77,281,246,34,63,14,0,11,32,2,3,32,91,.256,.345,.447,.792,110,110,7,2,0,1,0,9/78
643,Luis Sardinas#\sardilu01,23,SDP,34,120,108,13,31,6,1,2,13,3,1,11,23,.287,.353,.417,.770,107,45,0,0,1,0,3,6/4
644,Rob Scahill*\scahiro01,29,TOT,31,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
645,Rob Scahill*\scahiro01,29,PIT,15,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
646,Rob Scahill*\scahiro01,29,MIL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
647,Scott Schebler*\schebsc01,25,CIN,82,282,257,36,68,12,2,9,40,2,4,19,59,.265,.330,.432,.762,101,111,5,6,0,0,2,987
648,Max Scherzer\scherma01,31,WSN,34,85,70,4,13,1,0,0,12,0,0,2,30,.186,.208,.200,.408,10,14,1,0,13,0,0,1
649,Ryan Schimpf*\schimry01,28,SDP,89,330,276,48,60,17,5,20,51,1,1,42,105,.217,.336,.533,.869,130,147,3,9,0,3,3,45/7
650,A.J. Schugel\schugaj01,27,PIT,36,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
651,Patrick Schuster\schuspa01,25,PHI,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
652,Kyle Schwarber*\schwaky01,23,CHC,2,5,4,0,0,0,0,0,0,0,0,1,2,.000,.200,.000,.200,-39,0,0,0,0,0,0,/7
653,Xavier Scruggs\scrugxa01,28,MIA,24,69,62,1,13,3,0,1,5,0,0,5,20,.210,.290,.306,.596,64,19,1,2,0,0,0,3/7
654,Corey Seager*\seageco01,22,LAD,157,687,627,105,193,40,5,26,72,3,3,54,133,.308,.365,.512,.877,137,321,12,4,0,2,5,*6
655,Rob Segedin\segedro01,27,LAD,40,83,73,9,17,2,1,2,12,0,0,6,22,.233,.301,.370,.671,83,27,1,2,0,2,0,/3795
656,Jean Segura\segurje01,26,ARI,153,694,637,102,203,41,7,20,64,33,10,39,101,.319,.368,.499,.867,122,318,6,12,4,2,1,*46
657,Steve Selsky\selskst01,26,CIN,24,54,51,9,16,2,0,2,7,1,0,2,22,.314,.340,.471,.810,113,24,1,0,1,0,0,9/78
658,Pedro Severino\severpe01,22,WSN,16,34,28,6,9,2,0,2,4,0,0,5,3,.321,.441,.607,1.048,175,17,0,1,0,0,0,2
659,James Shields\shielja02,34,SDP,11,19,17,1,3,0,0,0,0,0,0,0,11,.176,.176,.176,.353,-4,3,0,0,2,0,0,1
660,Braden Shipley\shiplbr01,24,ARI,14,27,26,2,3,1,0,0,2,1,0,0,10,.115,.115,.154,.269,-31,4,0,0,1,0,0,1
661,Kevin Siegrist*\siegrke01,26,STL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
662,Shae Simmons\simmosh01,25,ATL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
663,Alfredo Simon\simonal01,35,CIN,15,19,14,0,1,0,0,0,1,0,0,1,7,.071,.188,.071,.259,-27,1,1,1,3,0,0,1
664,Jake Smith\smithja06,26,SDP,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
665,Joe Smith\smithjo05,32,CHC,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
666,Josh Smith\smithjo07,28,CIN,33,11,11,0,2,1,0,0,0,0,0,0,4,.182,.182,.273,.455,19,3,0,0,0,0,0,1
667,Mallex Smith*\smithma05,23,ATL,72,215,189,28,45,7,4,3,22,16,8,20,48,.238,.316,.365,.681,83,69,3,2,3,1,0,87/9
668,Will Smith\smithwi04,26,TOT,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
669,Will Smith\smithwi04,26,MIL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
670,Will Smith\smithwi04,26,SFG,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
671,Josh Smoker*\smokejo01,27,NYM,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
672,Brandon Snyder\snydebr03,29,ATL,37,47,46,8,11,5,1,4,9,0,0,1,16,.239,.255,.652,.907,133,30,1,0,0,0,0,/537
673,Miguel Socolovich\socolmi01,29,STL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
674,Yangervis Solarte#\solarya01,28,SDP,109,443,405,55,116,26,1,15,71,1,1,30,63,.286,.341,.467,.808,116,189,7,5,0,3,1,54/3
675,Jorge Soler\solerjo01,24,CHC,86,264,227,37,54,9,0,12,31,0,0,31,66,.238,.333,.436,.769,106,99,5,3,0,3,0,7/D9
676,Sammy Solis\solissa01,27,WSN,37,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
677,Layne Somsen\somsela01,27,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
678,Denard Span*\spande01,32,SFG,143,637,572,70,152,23,5,11,53,12,7,53,79,.266,.331,.381,.712,92,218,8,4,6,2,2,*8
679,Cory Spangenberg*\spangco01,25,SDP,14,53,48,6,11,1,1,1,8,1,0,4,13,.229,.302,.354,.656,77,17,0,1,0,0,0,4
680,Jacob Stallings\stallja01,26,PIT,5,15,15,0,6,1,0,0,2,1,0,0,4,.400,.400,.467,.867,130,7,0,0,0,0,0,/2
681,Giancarlo Stanton\stantmi03,26,MIA,119,470,413,56,99,20,1,27,74,0,0,50,140,.240,.326,.489,.815,119,202,6,4,0,2,5,9/D
682,Robert Stephenson\stephro01,23,CIN,8,13,10,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,1,0,3,0,0,/1
683,Brock Stewart*\stewabr01,24,LAD,7,10,10,0,1,0,0,0,0,0,0,0,7,.100,.100,.100,.200,-45,1,0,0,0,0,0,/1
684,Chris Stewart\stewach01,34,PIT,34,113,98,10,21,4,0,1,7,0,0,12,15,.214,.319,.286,.604,63,28,2,3,0,0,2,2/3
685,Trevor Story\storytr01,23,COL,97,415,372,67,101,21,4,27,72,8,5,35,130,.272,.341,.567,.909,122,211,5,5,2,1,2,6
686,Dan Straily\straida01,27,CIN,34,65,52,2,1,0,0,0,1,0,0,2,40,.019,.056,.019,.075,-79,1,0,0,11,0,0,1
687,Stephen Strasburg\strasst01,27,WSN,24,57,48,3,10,1,0,0,2,0,0,2,11,.208,.240,.229,.469,26,11,2,0,7,0,0,1
688,Chris Stratton\stratch01,25,SFG,7,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,/1
689,Hunter Strickland\strichu01,27,SFG,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
690,Ross Stripling\stripro01,26,LAD,22,27,24,2,2,0,0,0,1,0,0,2,12,.083,.154,.083,.237,-32,2,0,0,1,0,0,1
691,Pedro Strop\stroppe01,31,CHC,55,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/7
692,Drew Stubbs\stubbdr01,31,ATL,20,42,38,6,9,0,0,1,3,4,0,4,20,.237,.310,.316,.625,69,12,1,0,0,0,0,8/7
693,Daniel Stumpf*\stumpda01,25,PHI,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
694,Albert Suarez\suareal01,26,SFG,22,24,21,1,4,2,0,0,2,0,0,0,11,.190,.190,.286,.476,26,6,0,0,3,0,0,1
695,Eugenio Suarez\suareeu01,24,CIN,159,627,565,78,140,25,2,21,70,11,5,51,155,.248,.317,.411,.728,92,232,10,8,0,3,0,*5/6D
696,Andrew Susac\susacan01,26,MIL,9,19,17,3,4,1,0,1,2,0,0,2,5,.235,.316,.471,.786,106,8,0,0,0,0,0,/2
697,Brent Suter*\suterbr01,26,MIL,14,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
698,Ichiro Suzuki*\suzukic01,42,MIA,143,365,327,48,95,15,5,1,22,10,2,30,42,.291,.354,.376,.730,101,123,4,3,3,2,1,987/D
699,Dansby Swanson\swansda01,22,ATL,38,145,129,20,39,7,1,3,17,3,0,13,34,.302,.361,.442,.803,115,57,2,0,1,2,5,6
700,Noah Syndergaard*\syndeno01,23,NYM,31,67,58,6,11,3,0,3,6,0,0,7,34,.190,.277,.397,.673,79,23,1,0,2,0,0,1
701,Matt Szczur\szczuma01,26,CHC,107,200,185,30,48,9,1,5,24,2,4,13,39,.259,.312,.400,.712,91,74,2,1,1,0,2,789
702,Jameson Taillon\taillja01,24,PIT,18,36,32,0,3,0,0,0,2,0,0,0,17,.094,.094,.094,.188,-50,3,2,0,4,0,0,1
703,Raimel Tapia*\tapiara01,22,COL,22,41,38,4,10,0,0,0,3,3,0,2,11,.263,.293,.263,.556,42,10,0,0,0,1,0,/879
704,Chris Taylor\tayloch03,25,LAD,34,62,58,8,12,2,2,1,7,0,0,4,13,.207,.258,.362,.620,68,21,3,0,0,0,1,5/46
705,Michael Taylor\taylomi02,25,WSN,76,237,221,28,51,11,0,7,16,14,3,14,77,.231,.278,.376,.654,72,83,2,1,0,1,0,8/97
706,Julio Teheran\teherju01,25,ATL,31,61,49,1,10,1,0,0,2,0,0,1,16,.204,.220,.224,.444,20,11,1,0,11,0,0,1
707,Ruben Tejada\tejadru01,26,TOT,36,78,66,9,11,5,0,0,5,0,0,7,13,.167,.247,.242,.489,33,16,1,1,1,3,0,5/641
708,Ruben Tejada\tejadru01,26,STL,23,40,34,6,6,2,0,0,3,0,0,2,8,.176,.225,.235,.460,25,8,1,1,0,3,0,5/641
709,Ruben Tejada\tejadru01,26,SFG,13,38,32,3,5,3,0,0,2,0,0,5,5,.156,.270,.250,.520,42,8,0,0,1,0,0,5/4
710,Tomas Telis#\telisto01,25,MIA,10,13,13,1,4,0,0,1,4,0,0,0,2,.308,.308,.538,.846,126,7,0,0,0,0,0,/2
711,Nick Tepesch\tepesni01,27,LAD,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
712,Jake Thompson\thompja03,22,PHI,10,17,14,0,2,1,0,0,0,0,0,0,5,.143,.143,.214,.357,-6,3,1,0,3,0,0,1
713,Trayce Thompson\thomptr01,25,LAD,80,262,236,31,53,11,0,13,32,5,1,26,66,.225,.302,.436,.738,99,103,3,0,0,0,0,897
714,Tyler Thornburg\thornty01,27,MIL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
715,Matt Thornton*\thornma01,39,SDP,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
716,Andrew Toles*\tolesan01,24,LAD,48,115,105,19,33,9,1,3,16,1,1,8,25,.314,.365,.505,.870,135,53,1,1,0,1,2,7/89
717,Yasmany Tomas\tomasya01,25,ARI,140,563,530,72,144,30,1,31,83,2,4,31,136,.272,.313,.508,.820,108,269,18,1,0,1,4,*97/3
718,Kelby Tomlinson\tomlike01,26,SFG,52,120,106,13,31,4,0,0,6,5,1,12,18,.292,.370,.330,.700,92,35,1,1,1,0,1,4/657
719,Carlos Torres\torreca01,33,MIL,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
720,Jose Torres*\torrejo02,22,SDP,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
721,Blake Treinen\treinbl01,28,WSN,73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
722,Chin-hui Tsao\tsaoch01,35,LAD,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
723,Matt Tuiasosopo\tuiasma01,30,ATL,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,
724,Sam Tuivailala\tuivasa01,23,STL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
725,Justin Turner\turneju01,31,LAD,151,622,556,79,153,34,3,27,90,4,1,48,107,.275,.339,.493,.832,124,274,16,10,0,8,1,*5/D3
726,Trea Turner\turnetr01,23,WSN,73,324,307,53,105,14,8,13,40,33,6,14,59,.342,.370,.567,.937,144,174,1,1,0,2,0,84/6
727,Melvin Upton\uptonbj01,31,SDP,92,374,344,46,88,11,2,16,45,20,5,23,106,.256,.304,.439,.743,98,151,5,2,1,3,1,78/9
728,Jose Urena\urenajo01,24,MIA,29,22,17,1,3,0,0,0,0,0,0,1,11,.176,.222,.176,.399,12,3,0,0,4,0,0,1
729,Julio Urias*\uriasju01,19,LAD,18,26,22,0,3,0,0,0,2,0,0,0,9,.136,.136,.136,.273,-25,3,1,0,4,0,0,1
730,Chase Utley*\utleych01,37,LAD,138,565,512,79,129,26,3,14,52,2,2,40,115,.252,.319,.396,.716,95,203,0,11,1,1,1,*4/5
731,Pat Valaika\valaipa01,23,COL,13,19,19,3,5,1,0,1,2,0,0,0,8,.263,.263,.474,.737,79,9,0,0,0,0,0,/546
732,Scott Van Slyke\vanslsc01,29,LAD,52,113,102,10,23,6,0,1,7,1,2,5,24,.225,.292,.314,.606,66,32,3,5,0,1,1,79/38
